,language1,language2,distance
14005,Kashmiri,Tigrigna,87.7
14006,Kashmiri,Tmazight_(Riffian_Berber),79.5
14007,Kashmiri,Tsakonian,79.0
14008,Kashmiri,Turkish,86.1
14009,Kashmiri,Turkmen,91.0
14010,Kashmiri,Tuvan,90.9
14011,Kashmiri,Ukrainian,77.7
14012,Kashmiri,Urdu,42.7
14013,Kashmiri,Uyghur,87.1
14014,Kashmiri,Uzbek,87.9
14015,Kashmiri,Veps,88.0
14016,Kashmiri,Vietnamese,97.7
14017,Kashmiri,Vlach,63.3
14018,Kashmiri,Wakhi,65.6
14019,Kashmiri,Walloon,69.3
14020,Kashmiri,Warji,84.1
14021,Kashmiri,Waziri,71.5
14022,Kashmiri,Welsh,70.0
14023,Kashmiri,Wolof,95.0
14024,Kashmiri,Yakut,93.9
14025,Kashmiri,Yiddish,84.5
14026,Kashmiri,Yoruba,86.5
14027,Kashmiri,Yupik,92.3
14028,Kashmiri,Zazaki,56.6
14029,Kashmiri,Zulu,90.8
14030,Kazakh,Kazakh,0.0
14031,Kazakh,Ket,92.6
14032,Kazakh,Khanti,83.3
14033,Kazakh,Khmer,89.8
14034,Kazakh,Khowar,86.2
14035,Kazakh,Kivalliq,84.6
14036,Kazakh,Komi,88.2
14037,Kazakh,Korean,87.1
14038,Kazakh,Kurdish,86.4
14039,Kazakh,Kurukh,81.2
14040,Kazakh,Kyrgyz,2.5
14041,Kazakh,Labrador_Inuttut,85.9
14042,Kazakh,Ladin,91.0
14043,Kazakh,Lahnda,85.8
14044,Kazakh,Lak,80.0
14045,Kazakh,Lao,91.4
14046,Kazakh,Latvian,90.7
14047,Kazakh,Letzebuergesch,95.0
14048,Kazakh,Lezgian,81.4
14049,Kazakh,Lithuanian,88.2
14050,Kazakh,Macedonian,90.7
14051,Kazakh,Magahi,84.2
14052,Kazakh,Malagasy,82.2
14053,Kazakh,Malayalam,84.4
14054,Kazakh,Maltese,94.4
14055,Kazakh,Mansi,83.3
14056,Kazakh,Maori,100.0
14057,Kazakh,Marathi,83.4
14058,Kazakh,Mari,84.0
14059,Kazakh,Marwari,82.0
14060,Kazakh,Mon,89.9
14061,Kazakh,Mongolian,76.3
14062,Kazakh,Nayi,90.6
14063,Kazakh,Nenets,84.6
14064,Kazakh,Nepali,84.1
14065,Kazakh,Norwegian(bokmal),92.6
14066,Kazakh,Norwegian(nynorsk),91.3
14067,Kazakh,Oriya,83.3
14068,Kazakh,Oromo,91.8
14069,Kazakh,Oroqen,94.6
14070,Kazakh,Pashto,92.0
14071,Kazakh,Pennsylvania_Dutch,94.4
14072,Kazakh,Persian,83.4
14073,Kazakh,Polish,90.7
14074,Kazakh,Portuguese,88.2
14075,Kazakh,Provencal,88.0
14076,Kazakh,Punjabi,78.6
14077,Kazakh,Romanian,91.0
14078,Kazakh,Romansch,93.8
14079,Kazakh,Russian,90.7
14080,Kazakh,Sami,85.4
14081,Kazakh,Samoan,93.9
14082,Kazakh,Sardinian_L,93.8
14083,Kazakh,Sardinian_N,88.2
14084,Kazakh,Sariqoli,89.5
14085,Kazakh,Schwyzerduetsch,95.0
14086,Kazakh,Scots_(Scottish_English),86.4
14087,Kazakh,Scottish_Gaelic,73.4
14088,Kazakh,Serbian,90.7
14089,Kazakh,Shan,88.4
14090,Kazakh,Sheko,94.2
14091,Kazakh,Sindhi,83.0
14092,Kazakh,Sinhalese,79.0
14093,Kazakh,Slovak,90.7
14094,Kazakh,Slovene,90.7
14095,Kazakh,Somali,89.9
14096,Kazakh,Spanish,88.9
14097,Kazakh,Sranan,83.5
14098,Kazakh,Swahili,97.2
14099,Kazakh,Swedish,91.3
14100,Kazakh,Tagalog,92.3
14101,Kazakh,Tahitian,97.0
14102,Kazakh,Tajik,83.4
14103,Kazakh,Tamasheq,97.2
14104,Kazakh,Tamil,84.3
14105,Kazakh,Tashelhit,93.2
14106,Kazakh,Tatar,12.2
14107,Kazakh,Tausug,87.4
14108,Kazakh,Telugu,87.8
14109,Kazakh,Thai,91.1
14110,Kazakh,Tibetan,80.7
14111,Kazakh,Tigrigna,91.7
14112,Kazakh,Tmazight_(Riffian_Berber),93.0
14113,Kazakh,Tsakonian,93.1
14114,Kazakh,Turkish,26.7
14115,Kazakh,Turkmen,20.9
14116,Kazakh,Tuvan,29.6
14117,Kazakh,Ukrainian,91.4
14118,Kazakh,Urdu,82.6
14119,Kazakh,Uyghur,14.5
14120,Kazakh,Uzbek,12.7
14121,Kazakh,Veps,73.8
14122,Kazakh,Vietnamese,81.5
14123,Kazakh,Vlach,84.2
14124,Kazakh,Wakhi,92.4
14125,Kazakh,Walloon,94.7
14126,Kazakh,Warji,89.1
14127,Kazakh,Waziri,95.2
14128,Kazakh,Welsh,78.8
14129,Kazakh,Wolof,91.7
14130,Kazakh,Yakut,21.5
14131,Kazakh,Yiddish,93.7
14132,Kazakh,Yoruba,90.6
14133,Kazakh,Yupik,83.3
14134,Kazakh,Zazaki,88.6
14135,Kazakh,Zulu,87.5
14136,Ket,Ket,0.0
14137,Ket,Khanti,88.7
14138,Ket,Khmer,97.9
14139,Ket,Khowar,88.0
14140,Ket,Kivalliq,96.5
14141,Ket,Komi,95.8
14142,Ket,Korean,89.2
14143,Ket,Kurdish,85.7
14144,Ket,Kurukh,86.9
14145,Ket,Kyrgyz,92.6
14146,Ket,Labrador_Inuttut,100.0
14147,Ket,Ladin,91.7
14148,Ket,Lahnda,94.4
14149,Ket,Lak,95.8
14150,Ket,Lao,87.1
14151,Ket,Latvian,90.9
14152,Ket,Letzebuergesch,91.0
14153,Ket,Lezgian,94.2
14154,Ket,Lithuanian,94.8
14155,Ket,Macedonian,97.9
14156,Ket,Magahi,91.3
14157,Ket,Malagasy,91.4
14158,Ket,Malayalam,97.7
14159,Ket,Maltese,96.9
14160,Ket,Mansi,89.4
14161,Ket,Maori,93.8
14162,Ket,Marathi,85.0
14163,Ket,Mari,98.1
14164,Ket,Marwari,85.7
14165,Ket,Mon,95.1
14166,Ket,Mongolian,92.2
14167,Ket,Nayi,87.3
14168,Ket,Nenets,95.7
14169,Ket,Nepali,89.2
14170,Ket,Norwegian(bokmal),90.0
14171,Ket,Norwegian(nynorsk),92.7
14172,Ket,Oriya,87.1
14173,Ket,Oromo,88.5
14174,Ket,Oroqen,93.9
14175,Ket,Pashto,91.9
14176,Ket,Pennsylvania_Dutch,93.1
14177,Ket,Persian,84.4
14178,Ket,Polish,93.6
14179,Ket,Portuguese,91.7
14180,Ket,Provencal,91.7
14181,Ket,Punjabi,94.4
14182,Ket,Romanian,91.7
14183,Ket,Romansch,91.7
14184,Ket,Russian,95.9
14185,Ket,Sami,93.8
14186,Ket,Samoan,93.8
14187,Ket,Sardinian_L,89.6
14188,Ket,Sardinian_N,91.7
14189,Ket,Sariqoli,94.8
14190,Ket,Schwyzerduetsch,93.1
14191,Ket,Scots_(Scottish_English),90.8
14192,Ket,Scottish_Gaelic,96.9
14193,Ket,Serbian,95.9
14194,Ket,Shan,87.9
14195,Ket,Sheko,88.3
14196,Ket,Sindhi,94.4
14197,Ket,Sinhalese,91.3
14198,Ket,Slovak,93.6
14199,Ket,Slovene,95.9
14200,Ket,Somali,96.9
14201,Ket,Spanish,91.7
14202,Ket,Sranan,90.6
14203,Ket,Swahili,85.1
14204,Ket,Swedish,91.0
14205,Ket,Tagalog,93.9
14206,Ket,Tahitian,91.0
14207,Ket,Tajik,87.5
14208,Ket,Tamasheq,96.9
14209,Ket,Tamil,92.7
14210,Ket,Tashelhit,90.9
14211,Ket,Tatar,92.6
14212,Ket,Tausug,92.7
14213,Ket,Telugu,96.7
14214,Ket,Thai,92.0
14215,Ket,Tibetan,79.5
14216,Ket,Tigrigna,100.0
14217,Ket,Tmazight_(Riffian_Berber),95.0
14218,Ket,Tsakonian,91.4
14219,Ket,Turkish,95.2
14220,Ket,Turkmen,93.1
14221,Ket,Tuvan,91.4
14222,Ket,Ukrainian,97.9
14223,Ket,Urdu,92.3
14224,Ket,Uyghur,93.4
14225,Ket,Uzbek,92.6
14226,Ket,Veps,92.9
14227,Ket,Vietnamese,91.3
14228,Ket,Vlach,93.8
14229,Ket,Wakhi,93.8
14230,Ket,Walloon,91.7
14231,Ket,Warji,91.3
14232,Ket,Waziri,90.6
14233,Ket,Welsh,86.8
14234,Ket,Wolof,96.9
14235,Ket,Yakut,96.9
14236,Ket,Yiddish,92.0
14237,Ket,Yoruba,94.4
14238,Ket,Yupik,95.0
14239,Ket,Zazaki,89.3
14240,Ket,Zulu,87.5
14241,Khanti,Khanti,0.0
14242,Khanti,Khmer,95.4
14243,Khanti,Khowar,83.5
14244,Khanti,Kivalliq,96.2
14245,Khanti,Komi,53.9
14246,Khanti,Korean,91.7
14247,Khanti,Kurdish,85.3
14248,Khanti,Kurukh,89.3
14249,Khanti,Kyrgyz,83.3
14250,Khanti,Labrador_Inuttut,94.7
14251,Khanti,Ladin,73.9
14252,Khanti,Lahnda,77.3
14253,Khanti,Lak,89.8
14254,Khanti,Lao,97.2
14255,Khanti,Latvian,88.5
14256,Khanti,Letzebuergesch,85.8
14257,Khanti,Lezgian,87.1
14258,Khanti,Lithuanian,85.7
14259,Khanti,Macedonian,85.2
14260,Khanti,Magahi,76.7
14261,Khanti,Malagasy,92.6
14262,Khanti,Malayalam,82.2
14263,Khanti,Maltese,92.3
14264,Khanti,Mansi,18.9
14265,Khanti,Maori,94.2
14266,Khanti,Marathi,81.6
14267,Khanti,Mari,51.2
14268,Khanti,Marwari,73.0
14269,Khanti,Mon,91.7
14270,Khanti,Mongolian,90.7
14271,Khanti,Nayi,83.7
14272,Khanti,Nenets,67.9
14273,Khanti,Nepali,70.5
14274,Khanti,Norwegian(bokmal),81.0
14275,Khanti,Norwegian(nynorsk),77.3
14276,Khanti,Oriya,71.2
14277,Khanti,Oromo,97.6
14278,Khanti,Oroqen,96.3
14279,Khanti,Pashto,89.9
14280,Khanti,Pennsylvania_Dutch,85.0
14281,Khanti,Persian,75.8
14282,Khanti,Polish,88.0
14283,Khanti,Portuguese,77.6
14284,Khanti,Provencal,79.5
14285,Khanti,Punjabi,74.5
14286,Khanti,Romanian,79.3
14287,Khanti,Romansch,76.7
14288,Khanti,Russian,88.0
14289,Khanti,Sami,52.5
14290,Khanti,Samoan,100.0
14291,Khanti,Sardinian_L,77.9
14292,Khanti,Sardinian_N,74.9
14293,Khanti,Sariqoli,82.2
14294,Khanti,Schwyzerduetsch,85.0
14295,Khanti,Scots_(Scottish_English),86.1
14296,Khanti,Scottish_Gaelic,72.9
14297,Khanti,Serbian,88.0
14298,Khanti,Shan,100.0
14299,Khanti,Sheko,84.8
14300,Khanti,Sindhi,81.6
14301,Khanti,Sinhalese,79.6
14302,Khanti,Slovak,90.7
14303,Khanti,Slovene,88.0
14304,Khanti,Somali,94.6
14305,Khanti,Spanish,83.2
14306,Khanti,Sranan,75.2
14307,Khanti,Swahili,90.7
14308,Khanti,Swedish,82.0
14309,Khanti,Tagalog,97.2
14310,Khanti,Tahitian,88.7
14311,Khanti,Tajik,83.1
14312,Khanti,Tamasheq,90.3
14313,Khanti,Tamil,88.2
14314,Khanti,Tashelhit,90.2
14315,Khanti,Tatar,83.3
14316,Khanti,Tausug,87.7
14317,Khanti,Telugu,83.3
14318,Khanti,Thai,93.9
14319,Khanti,Tibetan,94.3
14320,Khanti,Tigrigna,87.1
14321,Khanti,Tmazight_(Riffian_Berber),89.5
14322,Khanti,Tsakonian,85.5
14323,Khanti,Turkish,91.7
14324,Khanti,Turkmen,88.9
14325,Khanti,Tuvan,82.7
14326,Khanti,Ukrainian,88.6
14327,Khanti,Urdu,77.3
14328,Khanti,Uyghur,85.3
14329,Khanti,Uzbek,83.3
14330,Khanti,Veps,64.7
14331,Khanti,Vietnamese,87.9
14332,Khanti,Vlach,76.5
14333,Khanti,Wakhi,84.7
14334,Khanti,Walloon,76.7
14335,Khanti,Warji,86.5
14336,Khanti,Waziri,89.9
14337,Khanti,Welsh,83.1
14338,Khanti,Wolof,74.6
14339,Khanti,Yakut,86.1
14340,Khanti,Yiddish,87.1
14341,Khanti,Yoruba,89.6
14342,Khanti,Yupik,94.4
14343,Khanti,Zazaki,82.2
14344,Khanti,Zulu,79.6
14345,Khmer,Khmer,0.0
14346,Khmer,Khowar,92.4
14347,Khmer,Kivalliq,89.2
14348,Khmer,Komi,100.0
14349,Khmer,Korean,88.9
14350,Khmer,Kurdish,96.7
14351,Khmer,Kurukh,91.6
14352,Khmer,Kyrgyz,89.8
14353,Khmer,Labrador_Inuttut,86.2
14354,Khmer,Ladin,96.7
14355,Khmer,Lahnda,92.2
14356,Khmer,Lak,87.9
14357,Khmer,Lao,93.2
14358,Khmer,Latvian,97.8
14359,Khmer,Letzebuergesch,89.9
14360,Khmer,Lezgian,90.7
14361,Khmer,Lithuanian,96.7
14362,Khmer,Macedonian,97.1
14363,Khmer,Magahi,92.6
14364,Khmer,Malagasy,90.1
14365,Khmer,Malayalam,84.4
14366,Khmer,Maltese,86.1
14367,Khmer,Mansi,97.2
14368,Khmer,Maori,93.3
14369,Khmer,Marathi,95.5
14370,Khmer,Mari,100.0
14371,Khmer,Marwari,97.2
14372,Khmer,Mon,66.8
14373,Khmer,Mongolian,94.8
14374,Khmer,Nayi,89.5
14375,Khmer,Nenets,100.0
14376,Khmer,Nepali,96.7
14377,Khmer,Norwegian(bokmal),96.3
14378,Khmer,Norwegian(nynorsk),96.3
14379,Khmer,Oriya,96.7
14380,Khmer,Oromo,92.1
14381,Khmer,Oroqen,95.4
14382,Khmer,Pashto,97.2
14383,Khmer,Pennsylvania_Dutch,95.6
14384,Khmer,Persian,94.6
14385,Khmer,Polish,100.0
14386,Khmer,Portuguese,94.5
14387,Khmer,Provencal,92.3
14388,Khmer,Punjabi,89.5
14389,Khmer,Romanian,91.2
14390,Khmer,Romansch,96.7
14391,Khmer,Russian,97.1
14392,Khmer,Sami,88.2
14393,Khmer,Samoan,93.0
14394,Khmer,Sardinian_L,89.5
14395,Khmer,Sardinian_N,92.1
14396,Khmer,Sariqoli,95.4
14397,Khmer,Schwyzerduetsch,95.6
14398,Khmer,Scots_(Scottish_English),93.8
14399,Khmer,Scottish_Gaelic,89.8
14400,Khmer,Serbian,97.1
14401,Khmer,Shan,93.5
14402,Khmer,Sheko,90.3
14403,Khmer,Sindhi,90.7
14404,Khmer,Sinhalese,97.2
14405,Khmer,Slovak,97.8
14406,Khmer,Slovene,97.1
14407,Khmer,Somali,91.8
14408,Khmer,Spanish,89.3
14409,Khmer,Sranan,95.4
14410,Khmer,Swahili,89.4
14411,Khmer,Swedish,96.3
14412,Khmer,Tagalog,85.3
14413,Khmer,Tahitian,91.7
14414,Khmer,Tajik,94.6
14415,Khmer,Tamasheq,87.2
14416,Khmer,Tamil,89.2
14417,Khmer,Tashelhit,95.5
14418,Khmer,Tatar,92.6
14419,Khmer,Tausug,89.9
14420,Khmer,Telugu,85.3
14421,Khmer,Thai,91.7
14422,Khmer,Tibetan,96.3
14423,Khmer,Tigrigna,87.1
14424,Khmer,Tmazight_(Riffian_Berber),92.1
14425,Khmer,Tsakonian,98.3
14426,Khmer,Turkish,94.4
14427,Khmer,Turkmen,91.7
14428,Khmer,Tuvan,90.6
14429,Khmer,Ukrainian,97.1
14430,Khmer,Urdu,89.0
14431,Khmer,Uyghur,94.1
14432,Khmer,Uzbek,89.8
14433,Khmer,Veps,91.7
14434,Khmer,Vietnamese,77.8
14435,Khmer,Vlach,93.9
14436,Khmer,Wakhi,92.4
14437,Khmer,Walloon,96.7
14438,Khmer,Warji,91.6
14439,Khmer,Waziri,97.2
14440,Khmer,Welsh,94.5
14441,Khmer,Wolof,88.2
14442,Khmer,Yakut,87.0
14443,Khmer,Yiddish,90.7
14444,Khmer,Yoruba,94.4
14445,Khmer,Yupik,86.3
14446,Khmer,Zazaki,96.7
14447,Khmer,Zulu,89.5
14448,Khowar,Khowar,0.0
14449,Khowar,Kivalliq,82.4
14450,Khowar,Komi,80.4
14451,Khowar,Korean,92.2
14452,Khowar,Kurdish,68.6
14453,Khowar,Kurukh,93.7
14454,Khowar,Kyrgyz,84.4
14455,Khowar,Labrador_Inuttut,85.4
14456,Khowar,Ladin,64.3
14457,Khowar,Lahnda,60.1
14458,Khowar,Lak,98.2
14459,Khowar,Lao,90.7
14460,Khowar,Latvian,81.8
14461,Khowar,Letzebuergesch,75.9
14462,Khowar,Lezgian,95.4
14463,Khowar,Lithuanian,72.0
14464,Khowar,Macedonian,70.9
14465,Khowar,Magahi,60.6
14466,Khowar,Malagasy,90.5
14467,Khowar,Malayalam,94.7
14468,Khowar,Maltese,83.6
14469,Khowar,Mansi,89.1
14470,Khowar,Maori,91.7
14471,Khowar,Marathi,69.5
14472,Khowar,Mari,78.9
14473,Khowar,Marwari,57.0
14474,Khowar,Mon,92.3
14475,Khowar,Mongolian,80.3
14476,Khowar,Nayi,85.0
14477,Khowar,Nenets,80.9
14478,Khowar,Nepali,59.7
14479,Khowar,Norwegian(bokmal),74.1
14480,Khowar,Norwegian(nynorsk),67.6
14481,Khowar,Oriya,62.9
14482,Khowar,Oromo,89.0
14483,Khowar,Oroqen,89.1
14484,Khowar,Pashto,75.6
14485,Khowar,Pennsylvania_Dutch,74.2
14486,Khowar,Persian,67.7
14487,Khowar,Polish,71.9
14488,Khowar,Portuguese,61.2
14489,Khowar,Provencal,58.0
14490,Khowar,Punjabi,65.3
14491,Khowar,Romanian,61.8
14492,Khowar,Romansch,69.9
14493,Khowar,Russian,68.8
14494,Khowar,Sami,79.2
14495,Khowar,Samoan,95.4
14496,Khowar,Sardinian_L,71.7
14497,Khowar,Sardinian_N,62.1
14498,Khowar,Sariqoli,71.1
14499,Khowar,Schwyzerduetsch,70.2
14500,Khowar,Scots_(Scottish_English),73.7
14501,Khowar,Scottish_Gaelic,59.1
14502,Khowar,Serbian,66.0
14503,Khowar,Shan,90.7
14504,Khowar,Sheko,83.6
14505,Khowar,Sindhi,64.9
14506,Khowar,Sinhalese,75.5
14507,Khowar,Slovak,72.6
14508,Khowar,Slovene,69.5
14509,Khowar,Somali,90.1
14510,Khowar,Spanish,62.3
14511,Khowar,Sranan,83.6
14512,Khowar,Swahili,90.8
14513,Khowar,Swedish,71.1
14514,Khowar,Tagalog,92.0
14515,Khowar,Tahitian,81.9
14516,Khowar,Tajik,70.4
14517,Khowar,Tamasheq,86.8
14518,Khowar,Tamil,92.4
14519,Khowar,Tashelhit,80.6
14520,Khowar,Tatar,84.4
14521,Khowar,Tausug,84.4
14522,Khowar,Telugu,86.7
14523,Khowar,Thai,84.7
14524,Khowar,Tibetan,94.3
14525,Khowar,Tigrigna,87.7
14526,Khowar,Tmazight_(Riffian_Berber),86.5
14527,Khowar,Tsakonian,77.2
14528,Khowar,Turkish,81.1
14529,Khowar,Turkmen,87.4
14530,Khowar,Tuvan,80.0
14531,Khowar,Ukrainian,71.6
14532,Khowar,Urdu,64.3
14533,Khowar,Uyghur,81.3
14534,Khowar,Uzbek,84.4
14535,Khowar,Veps,83.3
14536,Khowar,Vietnamese,91.5
14537,Khowar,Vlach,59.1
14538,Khowar,Wakhi,68.4
14539,Khowar,Walloon,64.1
14540,Khowar,Warji,87.5
14541,Khowar,Waziri,76.5
14542,Khowar,Welsh,66.6
14543,Khowar,Wolof,90.7
14544,Khowar,Yakut,90.3
14545,Khowar,Yiddish,75.5
14546,Khowar,Yoruba,91.4
14547,Khowar,Yupik,86.7
14548,Khowar,Zazaki,68.6
14549,Khowar,Zulu,88.8
14550,Kivalliq,Kivalliq,0.0
14551,Kivalliq,Komi,96.2
14552,Kivalliq,Korean,87.4
14553,Kivalliq,Kurdish,96.2
14554,Kivalliq,Kurukh,82.4
14555,Kivalliq,Kyrgyz,84.6
14556,Kivalliq,Labrador_Inuttut,38.5
14557,Kivalliq,Ladin,93.1
14558,Kivalliq,Lahnda,84.8
14559,Kivalliq,Lak,86.1
14560,Kivalliq,Lao,96.2
14561,Kivalliq,Latvian,96.2
14562,Kivalliq,Letzebuergesch,93.6
14563,Kivalliq,Lezgian,78.5
14564,Kivalliq,Lithuanian,93.1
14565,Kivalliq,Macedonian,96.2
14566,Kivalliq,Magahi,84.8
14567,Kivalliq,Malagasy,100.0
14568,Kivalliq,Malayalam,92.3
14569,Kivalliq,Maltese,86.3
14570,Kivalliq,Mansi,95.5
14571,Kivalliq,Maori,96.9
14572,Kivalliq,Marathi,84.8
14573,Kivalliq,Mari,96.2
14574,Kivalliq,Marwari,84.8
14575,Kivalliq,Mon,87.6
14576,Kivalliq,Mongolian,89.8
14577,Kivalliq,Nayi,88.9
14578,Kivalliq,Nenets,87.3
14579,Kivalliq,Nepali,88.7
14580,Kivalliq,Norwegian(bokmal),89.7
14581,Kivalliq,Norwegian(nynorsk),92.3
14582,Kivalliq,Oriya,88.7
14583,Kivalliq,Oromo,76.9
14584,Kivalliq,Oroqen,80.0
14585,Kivalliq,Pashto,100.0
14586,Kivalliq,Pennsylvania_Dutch,97.4
14587,Kivalliq,Persian,92.3
14588,Kivalliq,Polish,92.4
14589,Kivalliq,Portuguese,90.0
14590,Kivalliq,Provencal,90.0
14591,Kivalliq,Punjabi,76.4
14592,Kivalliq,Romanian,96.2
14593,Kivalliq,Romansch,96.9
14594,Kivalliq,Russian,92.4
14595,Kivalliq,Sami,83.8
14596,Kivalliq,Samoan,96.9
14597,Kivalliq,Sardinian_L,88.5
14598,Kivalliq,Sardinian_N,96.2
14599,Kivalliq,Sariqoli,95.4
14600,Kivalliq,Schwyzerduetsch,97.4
14601,Kivalliq,Scots_(Scottish_English),92.3
14602,Kivalliq,Scottish_Gaelic,86.6
14603,Kivalliq,Serbian,92.4
14604,Kivalliq,Shan,88.7
14605,Kivalliq,Sheko,85.0
14606,Kivalliq,Sindhi,84.8
14607,Kivalliq,Sinhalese,87.1
14608,Kivalliq,Slovak,92.4
14609,Kivalliq,Slovene,92.4
14610,Kivalliq,Somali,83.3
14611,Kivalliq,Spanish,86.2
14612,Kivalliq,Sranan,100.0
14613,Kivalliq,Swahili,88.5
14614,Kivalliq,Swedish,97.4
14615,Kivalliq,Tagalog,91.5
14616,Kivalliq,Tahitian,96.2
14617,Kivalliq,Tajik,92.3
14618,Kivalliq,Tamasheq,96.2
14619,Kivalliq,Tamil,86.1
14620,Kivalliq,Tashelhit,95.0
14621,Kivalliq,Tatar,85.0
14622,Kivalliq,Tausug,95.4
14623,Kivalliq,Telugu,96.2
14624,Kivalliq,Thai,93.7
14625,Kivalliq,Tibetan,96.8
14626,Kivalliq,Tigrigna,79.5
14627,Kivalliq,Tmazight_(Riffian_Berber),94.4
14628,Kivalliq,Tsakonian,96.2
14629,Kivalliq,Turkish,82.6
14630,Kivalliq,Turkmen,85.0
14631,Kivalliq,Tuvan,82.0
14632,Kivalliq,Ukrainian,97.0
14633,Kivalliq,Urdu,81.0
14634,Kivalliq,Uyghur,87.5
14635,Kivalliq,Uzbek,84.6
14636,Kivalliq,Veps,88.5
14637,Kivalliq,Vietnamese,83.7
14638,Kivalliq,Vlach,96.2
14639,Kivalliq,Wakhi,96.2
14640,Kivalliq,Walloon,85.4
14641,Kivalliq,Warji,92.7
14642,Kivalliq,Waziri,100.0
14643,Kivalliq,Welsh,96.9
14644,Kivalliq,Wolof,76.9
14645,Kivalliq,Yakut,84.6
14646,Kivalliq,Yiddish,97.4
14647,Kivalliq,Yoruba,84.6
14648,Kivalliq,Yupik,38.2
14649,Kivalliq,Zazaki,92.3
14650,Kivalliq,Zulu,85.0
14651,Komi,Komi,0.0
14652,Komi,Korean,89.4
14653,Komi,Kurdish,77.9
14654,Komi,Kurukh,81.9
14655,Komi,Kyrgyz,88.2
14656,Komi,Labrador_Inuttut,83.8
14657,Komi,Ladin,73.5
14658,Komi,Lahnda,72.1
14659,Komi,Lak,88.2
14660,Komi,Lao,94.8
14661,Komi,Latvian,86.0
14662,Komi,Letzebuergesch,84.6
14663,Komi,Lezgian,83.7
14664,Komi,Lithuanian,82.4
14665,Komi,Macedonian,79.4
14666,Komi,Magahi,72.1
14667,Komi,Malagasy,98.0
14668,Komi,Malayalam,83.3
14669,Komi,Maltese,85.3
14670,Komi,Mansi,54.4
14671,Komi,Maori,89.6
14672,Komi,Marathi,72.1
14673,Komi,Mari,42.3
14674,Komi,Marwari,74.1
14675,Komi,Mon,93.3
14676,Komi,Mongolian,82.0
14677,Komi,Nayi,88.5
14678,Komi,Nenets,56.8
14679,Komi,Nepali,74.7
14680,Komi,Norwegian(bokmal),84.6
14681,Komi,Norwegian(nynorsk),81.7
14682,Komi,Oriya,75.1
14683,Komi,Oromo,89.5
14684,Komi,Oroqen,95.8
14685,Komi,Pashto,80.6
14686,Komi,Pennsylvania_Dutch,84.6
14687,Komi,Persian,75.4
14688,Komi,Polish,77.1
14689,Komi,Portuguese,78.4
14690,Komi,Provencal,82.4
14691,Komi,Punjabi,75.1
14692,Komi,Romanian,85.3
14693,Komi,Romansch,80.1
14694,Komi,Russian,77.1
14695,Komi,Sami,62.0
14696,Komi,Samoan,94.1
14697,Komi,Sardinian_L,82.2
14698,Komi,Sardinian_N,76.3
14699,Komi,Sariqoli,83.1
14700,Komi,Schwyzerduetsch,84.6
14701,Komi,Scots_(Scottish_English),86.6
14702,Komi,Scottish_Gaelic,77.8
14703,Komi,Serbian,79.4
14704,Komi,Shan,97.1
14705,Komi,Sheko,89.3
14706,Komi,Sindhi,77.6
14707,Komi,Sinhalese,68.6
14708,Komi,Slovak,80.1
14709,Komi,Slovene,76.5
14710,Komi,Somali,85.1
14711,Komi,Spanish,84.3
14712,Komi,Sranan,83.5
14713,Komi,Swahili,87.8
14714,Komi,Swedish,86.6
14715,Komi,Tagalog,94.1
14716,Komi,Tahitian,91.2
14717,Komi,Tajik,75.4
14718,Komi,Tamasheq,87.1
14719,Komi,Tamil,86.3
14720,Komi,Tashelhit,91.7
14721,Komi,Tatar,88.2
14722,Komi,Tausug,89.2
14723,Komi,Telugu,85.6
14724,Komi,Thai,88.9
14725,Komi,Tibetan,89.8
14726,Komi,Tigrigna,89.2
14727,Komi,Tmazight_(Riffian_Berber),88.6
14728,Komi,Tsakonian,86.0
14729,Komi,Turkish,94.1
14730,Komi,Turkmen,88.2
14731,Komi,Tuvan,91.8
14732,Komi,Ukrainian,77.8
14733,Komi,Urdu,74.7
14734,Komi,Uyghur,90.6
14735,Komi,Uzbek,85.3
14736,Komi,Veps,55.9
14737,Komi,Vietnamese,95.3
14738,Komi,Vlach,82.4
14739,Komi,Wakhi,88.2
14740,Komi,Walloon,77.3
14741,Komi,Warji,84.5
14742,Komi,Waziri,80.3
14743,Komi,Welsh,85.3
14744,Komi,Wolof,81.7
14745,Komi,Yakut,88.2
14746,Komi,Yiddish,85.6
14747,Komi,Yoruba,88.2
14748,Komi,Yupik,94.1
14749,Komi,Zazaki,72.8
14750,Komi,Zulu,81.9
14751,Korean,Korean,0.0
14752,Korean,Kurdish,88.8
14753,Korean,Kurukh,77.2
14754,Korean,Kyrgyz,88.0
14755,Korean,Labrador_Inuttut,87.3
14756,Korean,Ladin,87.9
14757,Korean,Lahnda,92.3
14758,Korean,Lak,83.7
14759,Korean,Lao,90.6
14760,Korean,Latvian,92.2
14761,Korean,Letzebuergesch,93.1
14762,Korean,Lezgian,84.3
14763,Korean,Lithuanian,92.2
14764,Korean,Macedonian,89.2
14765,Korean,Magahi,89.5
14766,Korean,Malagasy,88.9
14767,Korean,Malayalam,77.1
14768,Korean,Maltese,82.3
14769,Korean,Mansi,88.6
14770,Korean,Maori,93.9
14771,Korean,Marathi,92.3
14772,Korean,Mari,92.2
14773,Korean,Marwari,92.3
14774,Korean,Mon,86.5
14775,Korean,Mongolian,90.6
14776,Korean,Nayi,84.7
14777,Korean,Nenets,88.9
