,language1,language2,distance
5460,Breton,Sindhi,71.5
5461,Breton,Sinhalese,70.9
5462,Breton,Slovak,74.5
5463,Breton,Slovene,77.3
5464,Breton,Somali,92.4
5465,Breton,Spanish,64.3
5466,Breton,Sranan,73.6
5467,Breton,Swahili,86.8
5468,Breton,Swedish,69.3
5469,Breton,Tagalog,85.9
5470,Breton,Tahitian,87.3
5471,Breton,Tajik,74.2
5472,Breton,Tamasheq,97.2
5473,Breton,Tamil,97.1
5474,Breton,Tashelhit,96.2
5475,Breton,Tatar,83.5
5476,Breton,Tausug,83.4
5477,Breton,Telugu,94.4
5478,Breton,Thai,97.2
5479,Breton,Tibetan,89.6
5480,Breton,Tigrigna,85.3
5481,Breton,Tmazight_(Riffian_Berber),93.3
5482,Breton,Tsakonian,69.1
5483,Breton,Turkish,82.7
5484,Breton,Turkmen,82.2
5485,Breton,Tuvan,84.0
5486,Breton,Ukrainian,77.3
5487,Breton,Urdu,69.2
5488,Breton,Uyghur,84.1
5489,Breton,Uzbek,82.2
5490,Breton,Veps,94.4
5491,Breton,Vietnamese,97.2
5492,Breton,Vlach,62.2
5493,Breton,Wakhi,70.3
5494,Breton,Walloon,67.6
5495,Breton,Warji,80.4
5496,Breton,Waziri,80.9
5497,Breton,Welsh,24.8
5498,Breton,Wolof,94.4
5499,Breton,Yakut,87.0
5500,Breton,Yiddish,83.3
5501,Breton,Yoruba,94.4
5502,Breton,Yupik,94.8
5503,Breton,Zazaki,71.8
5504,Breton,Zulu,90.0
5505,Bulgarian,Bulgarian,0.0
5506,Bulgarian,Burmese,88.2
5507,Bulgarian,Burushaski,94.6
5508,Bulgarian,Buryat,91.8
5509,Bulgarian,Buyang,93.3
5510,Bulgarian,Catalan,52.7
5511,Bulgarian,Cebuano,92.2
5512,Bulgarian,Chechen,93.0
5513,Bulgarian,Chinese_(Cantonese),95.0
5514,Bulgarian,Chinese_(Mandarin),92.9
5515,Bulgarian,Chuvash,86.6
5516,Bulgarian,Comorian,97.2
5517,Bulgarian,Cornish,77.8
5518,Bulgarian,Croatian,11.6
5519,Bulgarian,Czech,16.1
5520,Bulgarian,Danish,68.1
5521,Bulgarian,Dargwa,93.2
5522,Bulgarian,Dhivehi_(Maldivian),80.7
5523,Bulgarian,Ossetic_(Digor),67.3
5524,Bulgarian,Dizi,86.8
5525,Bulgarian,Douala,97.3
5526,Bulgarian,Dutch,65.4
5527,Bulgarian,English,69.6
5528,Bulgarian,Estonian,85.7
5529,Bulgarian,Even,96.4
5530,Bulgarian,Faroese,64.5
5531,Bulgarian,Finnish,88.9
5532,Bulgarian,Flemish,65.4
5533,Bulgarian,French,51.5
5534,Bulgarian,Frisian,66.9
5535,Bulgarian,Friulian,60.3
5536,Bulgarian,Fula,92.0
5537,Bulgarian,Galician,58.9
5538,Bulgarian,Gelao,95.1
5539,Bulgarian,Georgian,96.0
5540,Bulgarian,German,65.3
5541,Bulgarian,Greek_(modern),75.3
5542,Bulgarian,Greenlandic_(Eastern),83.1
5543,Bulgarian,Greenlandic_(Western),81.1
5544,Bulgarian,Gujarati,65.4
5545,Bulgarian,Gypsy_Romani,71.0
5546,Bulgarian,Hausa,94.6
5547,Bulgarian,Hebrew,88.9
5548,Bulgarian,Hindi,70.6
5549,Bulgarian,Hungarian,84.5
5550,Bulgarian,Icelandic,68.0
5551,Bulgarian,Igbo,86.9
5552,Bulgarian,Indonesian,91.9
5553,Bulgarian,Irish,71.7
5554,Bulgarian,Ossetic_(Iron),59.7
5555,Bulgarian,Ishkashimi,63.5
5556,Bulgarian,Istro-Romanian,63.5
5557,Bulgarian,Italian,47.7
5558,Bulgarian,Japanese,93.3
5559,Bulgarian,Javanese,97.2
5560,Bulgarian,Kabardino_Cherkess,88.2
5561,Bulgarian,Kabylian,93.2
5562,Bulgarian,Kalasha,66.9
5563,Bulgarian,Kalmyk,93.7
5564,Bulgarian,Kannada,90.8
5565,Bulgarian,Karelian,85.7
5566,Bulgarian,Kashmiri,71.8
5567,Bulgarian,Kazakh,90.7
5568,Bulgarian,Ket,98.0
5569,Bulgarian,Khanti,88.0
5570,Bulgarian,Khmer,100.0
5571,Bulgarian,Khowar,66.0
5572,Bulgarian,Kivalliq,92.4
5573,Bulgarian,Komi,79.4
5574,Bulgarian,Korean,87.2
5575,Bulgarian,Kurdish,66.7
5576,Bulgarian,Kurukh,90.6
5577,Bulgarian,Kyrgyz,89.0
5578,Bulgarian,Labrador_Inuttut,77.0
5579,Bulgarian,Ladin,53.8
5580,Bulgarian,Lahnda,65.9
5581,Bulgarian,Lak,94.4
5582,Bulgarian,Lao,94.6
5583,Bulgarian,Latvian,45.6
5584,Bulgarian,Letzebuergesch,68.5
5585,Bulgarian,Lezgian,89.6
5586,Bulgarian,Lithuanian,40.5
5587,Bulgarian,Macedonian,15.0
5588,Bulgarian,Magahi,64.7
5589,Bulgarian,Malagasy,86.6
5590,Bulgarian,Malayalam,93.3
5591,Bulgarian,Maltese,90.5
5592,Bulgarian,Mansi,85.8
5593,Bulgarian,Maori,87.1
5594,Bulgarian,Marathi,72.8
5595,Bulgarian,Mari,77.8
5596,Bulgarian,Marwari,68.5
5597,Bulgarian,Mon,90.4
5598,Bulgarian,Mongolian,86.2
5599,Bulgarian,Nayi,86.5
5600,Bulgarian,Nenets,74.7
5601,Bulgarian,Nepali,62.2
5602,Bulgarian,Norwegian(bokmal),69.0
5603,Bulgarian,Norwegian(nynorsk),62.2
5604,Bulgarian,Oriya,66.4
5605,Bulgarian,Oromo,85.8
5606,Bulgarian,Oroqen,94.4
5607,Bulgarian,Pashto,57.1
5608,Bulgarian,Pennsylvania_Dutch,58.4
5609,Bulgarian,Persian,67.8
5610,Bulgarian,Polish,13.9
5611,Bulgarian,Portuguese,60.6
5612,Bulgarian,Provencal,55.6
5613,Bulgarian,Punjabi,68.9
5614,Bulgarian,Romanian,56.9
5615,Bulgarian,Romansch,62.1
5616,Bulgarian,Russian,11.6
5617,Bulgarian,Sami,87.9
5618,Bulgarian,Samoan,91.7
5619,Bulgarian,Sardinian_L,62.7
5620,Bulgarian,Sardinian_N,53.0
5621,Bulgarian,Sariqoli,66.7
5622,Bulgarian,Schwyzerduetsch,61.9
5623,Bulgarian,Scots_(Scottish_English),68.7
5624,Bulgarian,Scottish_Gaelic,75.7
5625,Bulgarian,Serbian,8.8
5626,Bulgarian,Shan,94.6
5627,Bulgarian,Sheko,86.6
5628,Bulgarian,Sindhi,66.2
5629,Bulgarian,Sinhalese,76.0
5630,Bulgarian,Slovak,16.6
5631,Bulgarian,Slovene,10.6
5632,Bulgarian,Somali,85.3
5633,Bulgarian,Spanish,56.3
5634,Bulgarian,Sranan,67.5
5635,Bulgarian,Swahili,95.1
5636,Bulgarian,Swedish,61.3
5637,Bulgarian,Tagalog,94.7
5638,Bulgarian,Tahitian,88.9
5639,Bulgarian,Tajik,70.8
5640,Bulgarian,Tamasheq,97.2
5641,Bulgarian,Tamil,88.9
5642,Bulgarian,Tashelhit,96.2
5643,Bulgarian,Tatar,87.8
5644,Bulgarian,Tausug,92.2
5645,Bulgarian,Telugu,96.7
5646,Bulgarian,Thai,92.4
5647,Bulgarian,Tibetan,85.2
5648,Bulgarian,Tigrigna,89.7
5649,Bulgarian,Tmazight_(Riffian_Berber),89.4
5650,Bulgarian,Tsakonian,69.8
5651,Bulgarian,Turkish,86.2
5652,Bulgarian,Turkmen,87.8
5653,Bulgarian,Tuvan,90.5
5654,Bulgarian,Ukrainian,15.0
5655,Bulgarian,Urdu,68.4
5656,Bulgarian,Uyghur,88.3
5657,Bulgarian,Uzbek,89.0
5658,Bulgarian,Veps,87.2
5659,Bulgarian,Vietnamese,97.7
5660,Bulgarian,Vlach,59.0
5661,Bulgarian,Wakhi,56.0
5662,Bulgarian,Walloon,54.6
5663,Bulgarian,Warji,95.1
5664,Bulgarian,Waziri,55.1
5665,Bulgarian,Welsh,75.5
5666,Bulgarian,Wolof,92.7
5667,Bulgarian,Yakut,93.5
5668,Bulgarian,Yiddish,70.1
5669,Bulgarian,Yoruba,100.0
5670,Bulgarian,Yupik,83.5
5671,Bulgarian,Zazaki,62.0
5672,Bulgarian,Zulu,89.5
5673,Burmese,Burmese,0.0
5674,Burmese,Burushaski,94.4
5675,Burmese,Buryat,83.3
5676,Burmese,Buyang,81.6
5677,Burmese,Catalan,97.2
5678,Burmese,Cebuano,90.6
5679,Burmese,Chechen,95.3
5680,Burmese,Chinese_(Cantonese),71.8
5681,Burmese,Chinese_(Mandarin),82.7
5682,Burmese,Chuvash,90.7
5683,Burmese,Comorian,97.8
5684,Burmese,Cornish,92.3
5685,Burmese,Croatian,88.2
5686,Burmese,Czech,85.3
5687,Burmese,Danish,90.1
5688,Burmese,Dargwa,93.1
5689,Burmese,Dhivehi_(Maldivian),95.3
5690,Burmese,Ossetic_(Digor),97.9
5691,Burmese,Dizi,93.8
5692,Burmese,Douala,90.6
5693,Burmese,Dutch,88.8
5694,Burmese,English,85.7
5695,Burmese,Estonian,85.2
5696,Burmese,Even,93.8
5697,Burmese,Faroese,89.5
5698,Burmese,Finnish,84.4
5699,Burmese,Flemish,88.8
5700,Burmese,French,97.2
5701,Burmese,Frisian,86.8
5702,Burmese,Friulian,94.4
5703,Burmese,Fula,86.2
5704,Burmese,Galician,97.2
5705,Burmese,Gelao,100.0
5706,Burmese,Georgian,92.0
5707,Burmese,German,90.8
5708,Burmese,Greek_(modern),84.2
5709,Burmese,Greenlandic_(Eastern),89.3
5710,Burmese,Greenlandic_(Western),82.1
5711,Burmese,Gujarati,95.3
5712,Burmese,Gypsy_Romani,97.2
5713,Burmese,Hausa,75.9
5714,Burmese,Hebrew,90.7
5715,Burmese,Hindi,95.0
5716,Burmese,Hungarian,90.0
5717,Burmese,Icelandic,89.5
5718,Burmese,Igbo,87.1
5719,Burmese,Indonesian,84.2
5720,Burmese,Irish,97.2
5721,Burmese,Ossetic_(Iron),97.9
5722,Burmese,Ishkashimi,100.0
5723,Burmese,Istro-Romanian,98.0
5724,Burmese,Italian,97.2
5725,Burmese,Japanese,78.4
5726,Burmese,Javanese,91.2
5727,Burmese,Kabardino_Cherkess,92.4
5728,Burmese,Kabylian,86.5
5729,Burmese,Kalasha,97.9
5730,Burmese,Kalmyk,87.3
5731,Burmese,Kannada,83.3
5732,Burmese,Karelian,87.2
5733,Burmese,Kashmiri,97.1
5734,Burmese,Kazakh,77.6
5735,Burmese,Ket,82.7
5736,Burmese,Khanti,87.9
5737,Burmese,Khmer,91.7
5738,Burmese,Khowar,98.0
5739,Burmese,Kivalliq,95.9
5740,Burmese,Komi,85.5
5741,Burmese,Korean,87.2
5742,Burmese,Kurdish,97.2
5743,Burmese,Kurukh,84.6
5744,Burmese,Kyrgyz,78.4
5745,Burmese,Labrador_Inuttut,86.8
5746,Burmese,Ladin,97.2
5747,Burmese,Lahnda,94.4
5748,Burmese,Lak,90.0
5749,Burmese,Lao,69.7
5750,Burmese,Latvian,85.0
5751,Burmese,Letzebuergesch,91.0
5752,Burmese,Lezgian,92.8
5753,Burmese,Lithuanian,93.3
5754,Burmese,Macedonian,88.2
5755,Burmese,Magahi,95.3
5756,Burmese,Malagasy,78.4
5757,Burmese,Malayalam,86.7
5758,Burmese,Maltese,93.0
5759,Burmese,Mansi,90.0
5760,Burmese,Maori,88.5
5761,Burmese,Marathi,92.5
5762,Burmese,Mari,92.8
5763,Burmese,Marwari,95.3
5764,Burmese,Mon,87.9
5765,Burmese,Mongolian,81.5
5766,Burmese,Nayi,88.0
5767,Burmese,Nenets,100.0
5768,Burmese,Nepali,95.3
5769,Burmese,Norwegian(bokmal),87.9
5770,Burmese,Norwegian(nynorsk),86.6
5771,Burmese,Oriya,97.2
5772,Burmese,Oromo,84.9
5773,Burmese,Oroqen,94.6
5774,Burmese,Pashto,97.2
5775,Burmese,Pennsylvania_Dutch,86.3
5776,Burmese,Persian,97.2
5777,Burmese,Polish,86.0
5778,Burmese,Portuguese,97.2
5779,Burmese,Provencal,97.2
5780,Burmese,Punjabi,92.3
5781,Burmese,Romanian,98.1
5782,Burmese,Romansch,95.0
5783,Burmese,Russian,86.0
5784,Burmese,Sami,91.7
5785,Burmese,Samoan,85.7
5786,Burmese,Sardinian_L,90.7
5787,Burmese,Sardinian_N,93.5
5788,Burmese,Sariqoli,100.0
5789,Burmese,Schwyzerduetsch,88.0
5790,Burmese,Scots_(Scottish_English),86.7
5791,Burmese,Scottish_Gaelic,97.2
5792,Burmese,Serbian,88.2
5793,Burmese,Shan,68.9
5794,Burmese,Sheko,94.2
5795,Burmese,Sindhi,97.2
5796,Burmese,Sinhalese,89.6
5797,Burmese,Slovak,83.3
5798,Burmese,Slovene,86.2
5799,Burmese,Somali,87.8
5800,Burmese,Spanish,97.2
5801,Burmese,Sranan,86.7
5802,Burmese,Swahili,94.6
5803,Burmese,Swedish,86.4
5804,Burmese,Tagalog,88.5
5805,Burmese,Tahitian,87.7
5806,Burmese,Tajik,94.4
5807,Burmese,Tamasheq,88.0
5808,Burmese,Tamil,88.2
5809,Burmese,Tashelhit,86.2
5810,Burmese,Tatar,81.2
5811,Burmese,Tausug,85.7
5812,Burmese,Telugu,83.8
5813,Burmese,Thai,75.4
5814,Burmese,Tibetan,57.2
5815,Burmese,Tigrigna,88.4
5816,Burmese,Tmazight_(Riffian_Berber),92.3
5817,Burmese,Tsakonian,91.2
5818,Burmese,Turkish,81.4
5819,Burmese,Turkmen,78.6
5820,Burmese,Tuvan,84.3
5821,Burmese,Ukrainian,86.0
5822,Burmese,Urdu,95.0
5823,Burmese,Uyghur,80.5
5824,Burmese,Uzbek,78.4
5825,Burmese,Veps,81.6
5826,Burmese,Vietnamese,82.3
5827,Burmese,Vlach,98.1
5828,Burmese,Wakhi,95.4
5829,Burmese,Walloon,97.2
5830,Burmese,Warji,90.6
5831,Burmese,Waziri,97.2
5832,Burmese,Welsh,89.5
5833,Burmese,Wolof,79.8
5834,Burmese,Yakut,76.7
5835,Burmese,Yiddish,87.7
5836,Burmese,Yoruba,94.4
5837,Burmese,Yupik,85.9
5838,Burmese,Zazaki,100.0
5839,Burmese,Zulu,83.3
5840,Burushaski,Burushaski,0.0
5841,Burushaski,Buryat,97.2
5842,Burushaski,Buyang,94.4
5843,Burushaski,Catalan,91.8
5844,Burushaski,Cebuano,95.4
5845,Burushaski,Chechen,88.7
5846,Burushaski,Chinese_(Cantonese),89.6
5847,Burushaski,Chinese_(Mandarin),91.7
5848,Burushaski,Chuvash,88.4
5849,Burushaski,Comorian,100.0
5850,Burushaski,Cornish,93.3
5851,Burushaski,Croatian,84.0
5852,Burushaski,Czech,84.0
5853,Burushaski,Danish,91.8
5854,Burushaski,Dargwa,94.1
5855,Burushaski,Dhivehi_(Maldivian),94.7
5856,Burushaski,Ossetic_(Digor),100.0
5857,Burushaski,Dizi,89.4
5858,Burushaski,Douala,97.9
5859,Burushaski,Dutch,95.3
5860,Burushaski,English,87.0
5861,Burushaski,Estonian,97.2
5862,Burushaski,Even,90.7
5863,Burushaski,Faroese,92.7
5864,Burushaski,Finnish,94.4
5865,Burushaski,Flemish,95.3
5866,Burushaski,French,98.1
5867,Burushaski,Frisian,91.8
5868,Burushaski,Friulian,87.2
5869,Burushaski,Fula,91.7
5870,Burushaski,Galician,86.1
5871,Burushaski,Gelao,97.1
5872,Burushaski,Georgian,88.6
5873,Burushaski,German,97.9
5874,Burushaski,Greek_(modern),95.4
5875,Burushaski,Greenlandic_(Eastern),92.6
5876,Burushaski,Greenlandic_(Western),94.4
5877,Burushaski,Gujarati,95.4
5878,Burushaski,Gypsy_Romani,97.2
5879,Burushaski,Hausa,92.5
5880,Burushaski,Hebrew,93.7
5881,Burushaski,Hindi,95.4
5882,Burushaski,Hungarian,98.0
5883,Burushaski,Icelandic,97.2
5884,Burushaski,Igbo,94.4
5885,Burushaski,Indonesian,93.0
5886,Burushaski,Irish,95.9
5887,Burushaski,Ossetic_(Iron),97.0
5888,Burushaski,Ishkashimi,91.0
5889,Burushaski,Istro-Romanian,88.4
5890,Burushaski,Italian,88.9
5891,Burushaski,Japanese,96.7
5892,Burushaski,Javanese,93.2
5893,Burushaski,Kabardino_Cherkess,91.8
5894,Burushaski,Kabylian,87.0
5895,Burushaski,Kalasha,94.1
5896,Burushaski,Kalmyk,93.1
5897,Burushaski,Kannada,93.3
5898,Burushaski,Karelian,94.4
5899,Burushaski,Kashmiri,97.1
5900,Burushaski,Kazakh,88.5
5901,Burushaski,Ket,89.4
5902,Burushaski,Khanti,95.0
5903,Burushaski,Khmer,87.2
5904,Burushaski,Khowar,95.5
5905,Burushaski,Kivalliq,92.3
5906,Burushaski,Komi,97.1
5907,Burushaski,Korean,82.4
5908,Burushaski,Kurdish,95.2
5909,Burushaski,Kurukh,88.5
5910,Burushaski,Kyrgyz,89.3
5911,Burushaski,Labrador_Inuttut,94.1
5912,Burushaski,Ladin,90.0
5913,Burushaski,Lahnda,94.4
5914,Burushaski,Lak,83.2
5915,Burushaski,Lao,91.5
5916,Burushaski,Latvian,89.7
5917,Burushaski,Letzebuergesch,91.8
5918,Burushaski,Lezgian,91.8
5919,Burushaski,Lithuanian,88.8
5920,Burushaski,Macedonian,86.7
5921,Burushaski,Magahi,94.4
5922,Burushaski,Malagasy,91.5
5923,Burushaski,Malayalam,90.0
5924,Burushaski,Maltese,83.4
5925,Burushaski,Mansi,95.0
5926,Burushaski,Maori,89.5
5927,Burushaski,Marathi,91.2
5928,Burushaski,Mari,95.8
5929,Burushaski,Marwari,94.4
5930,Burushaski,Mon,95.5
5931,Burushaski,Mongolian,93.1
5932,Burushaski,Nayi,91.9
5933,Burushaski,Nenets,100.0
5934,Burushaski,Nepali,90.6
5935,Burushaski,Norwegian(bokmal),91.8
5936,Burushaski,Norwegian(nynorsk),94.6
5937,Burushaski,Oriya,98.1
5938,Burushaski,Oromo,89.8
5939,Burushaski,Oroqen,90.6
5940,Burushaski,Pashto,95.2
5941,Burushaski,Pennsylvania_Dutch,97.2
5942,Burushaski,Persian,93.0
5943,Burushaski,Polish,85.8
5944,Burushaski,Portuguese,91.7
5945,Burushaski,Provencal,92.8
5946,Burushaski,Punjabi,92.6
5947,Burushaski,Romanian,89.1
5948,Burushaski,Romansch,84.4
5949,Burushaski,Russian,84.0
5950,Burushaski,Sami,95.3
5951,Burushaski,Samoan,86.8
5952,Burushaski,Sardinian_L,86.1
5953,Burushaski,Sardinian_N,91.5
5954,Burushaski,Sariqoli,97.9
5955,Burushaski,Schwyzerduetsch,94.6
5956,Burushaski,Scots_(Scottish_English),92.6
5957,Burushaski,Scottish_Gaelic,93.9
5958,Burushaski,Serbian,84.0
5959,Burushaski,Shan,94.3
5960,Burushaski,Sheko,93.1
5961,Burushaski,Sindhi,97.2
5962,Burushaski,Sinhalese,100.0
5963,Burushaski,Slovak,85.8
5964,Burushaski,Slovene,86.7
5965,Burushaski,Somali,87.8
5966,Burushaski,Spanish,86.1
5967,Burushaski,Sranan,92.5
5968,Burushaski,Swahili,92.4
5969,Burushaski,Swedish,91.8
5970,Burushaski,Tagalog,95.1
5971,Burushaski,Tahitian,92.6
5972,Burushaski,Tajik,93.0
5973,Burushaski,Tamasheq,92.1
5974,Burushaski,Tamil,89.2
5975,Burushaski,Tashelhit,93.2
5976,Burushaski,Tatar,91.2
5977,Burushaski,Tausug,92.8
5978,Burushaski,Telugu,93.3
5979,Burushaski,Thai,91.5
5980,Burushaski,Tibetan,94.5
5981,Burushaski,Tigrigna,83.3
5982,Burushaski,Tmazight_(Riffian_Berber),96.1
5983,Burushaski,Tsakonian,97.9
5984,Burushaski,Turkish,93.4
5985,Burushaski,Turkmen,93.4
5986,Burushaski,Tuvan,88.4
5987,Burushaski,Ukrainian,84.0
5988,Burushaski,Urdu,95.4
5989,Burushaski,Uyghur,90.7
5990,Burushaski,Uzbek,91.2
5991,Burushaski,Veps,91.7
5992,Burushaski,Vietnamese,90.6
5993,Burushaski,Vlach,91.8
5994,Burushaski,Wakhi,94.6
5995,Burushaski,Walloon,94.4
5996,Burushaski,Warji,92.8
5997,Burushaski,Waziri,95.2
5998,Burushaski,Welsh,97.0
5999,Burushaski,Wolof,94.4
6000,Burushaski,Yakut,84.9
6001,Burushaski,Yiddish,96.1
6002,Burushaski,Yoruba,84.8
6003,Burushaski,Yupik,94.4
6004,Burushaski,Zazaki,94.9
6005,Burushaski,Zulu,92.4
6006,Buryat,Buryat,0.0
6007,Buryat,Buyang,87.4
6008,Buryat,Catalan,91.8
6009,Buryat,Cebuano,92.0
6010,Buryat,Chechen,89.5
6011,Buryat,Chinese_(Cantonese),95.4
6012,Buryat,Chinese_(Mandarin),96.6
6013,Buryat,Chuvash,80.8
6014,Buryat,Comorian,96.9
6015,Buryat,Cornish,93.9
6016,Buryat,Croatian,93.9
6017,Buryat,Czech,91.8
6018,Buryat,Danish,98.1
6019,Buryat,Dargwa,88.2
6020,Buryat,Dhivehi_(Maldivian),84.4
6021,Buryat,Ossetic_(Digor),85.5
6022,Buryat,Dizi,97.2
6023,Buryat,Douala,100.0
6024,Buryat,Dutch,97.2
6025,Buryat,English,93.1
6026,Buryat,Estonian,82.7
6027,Buryat,Even,79.8
6028,Buryat,Faroese,96.4
6029,Buryat,Finnish,83.2
6030,Buryat,Flemish,97.2
6031,Buryat,French,91.8
6032,Buryat,Frisian,97.2
6033,Buryat,Friulian,91.8
6034,Buryat,Fula,95.4
6035,Buryat,Galician,91.8
6036,Buryat,Gelao,91.8
6037,Buryat,Georgian,87.1
6038,Buryat,German,97.2
6039,Buryat,Greek_(modern),79.0
6040,Buryat,Greenlandic_(Eastern),93.1
6041,Buryat,Greenlandic_(Western),88.2
6042,Buryat,Gujarati,87.4
6043,Buryat,Gypsy_Romani,86.2
6044,Buryat,Hausa,95.4
6045,Buryat,Hebrew,93.5
6046,Buryat,Hindi,81.9
6047,Buryat,Hungarian,88.3
6048,Buryat,Icelandic,92.3
6049,Buryat,Igbo,87.0
6050,Buryat,Indonesian,97.7
6051,Buryat,Irish,89.2
6052,Buryat,Ossetic_(Iron),87.7
6053,Buryat,Ishkashimi,93.7
6054,Buryat,Istro-Romanian,87.7
6055,Buryat,Italian,88.0
6056,Buryat,Japanese,94.5
6057,Buryat,Javanese,95.1
6058,Buryat,Kabardino_Cherkess,94.4
6059,Buryat,Kabylian,94.2
6060,Buryat,Kalasha,84.8
6061,Buryat,Kalmyk,25.3
6062,Buryat,Kannada,97.3
6063,Buryat,Karelian,77.8
6064,Buryat,Kashmiri,86.0
6065,Buryat,Kazakh,80.5
6066,Buryat,Ket,95.2
6067,Buryat,Khanti,92.9
6068,Buryat,Khmer,94.2
6069,Buryat,Khowar,83.2
6070,Buryat,Kivalliq,89.8
6071,Buryat,Komi,90.2
6072,Buryat,Korean,92.8
6073,Buryat,Kurdish,89.4
6074,Buryat,Kurukh,93.7
6075,Buryat,Kyrgyz,80.5
6076,Buryat,Labrador_Inuttut,83.7
6077,Buryat,Ladin,91.8
6078,Buryat,Lahnda,84.9
6079,Buryat,Lak,90.5
6080,Buryat,Lao,92.9
6081,Buryat,Latvian,86.4
6082,Buryat,Letzebuergesch,94.4
6083,Buryat,Lezgian,92.5
6084,Buryat,Lithuanian,92.0
6085,Buryat,Macedonian,94.6
6086,Buryat,Magahi,82.7
6087,Buryat,Malagasy,82.9
6088,Buryat,Malayalam,94.0
6089,Buryat,Maltese,90.9
6090,Buryat,Mansi,85.5
6091,Buryat,Maori,93.3
6092,Buryat,Marathi,79.4
6093,Buryat,Mari,92.6
6094,Buryat,Marwari,84.3
6095,Buryat,Mon,95.1
6096,Buryat,Mongolian,23.9
6097,Buryat,Nayi,91.3
6098,Buryat,Nenets,77.8
6099,Buryat,Nepali,81.6
6100,Buryat,Norwegian(bokmal),95.4
6101,Buryat,Norwegian(nynorsk),94.9
6102,Buryat,Oriya,92.3
6103,Buryat,Oromo,89.0
6104,Buryat,Oroqen,81.2
6105,Buryat,Pashto,97.2
6106,Buryat,Pennsylvania_Dutch,97.2
6107,Buryat,Persian,92.1
6108,Buryat,Polish,91.8
6109,Buryat,Portuguese,91.8
6110,Buryat,Provencal,91.8
6111,Buryat,Punjabi,84.6
6112,Buryat,Romanian,86.2
6113,Buryat,Romansch,93.9
6114,Buryat,Russian,91.8
6115,Buryat,Sami,90.8
6116,Buryat,Samoan,95.1
6117,Buryat,Sardinian_L,92.1
6118,Buryat,Sardinian_N,92.7
6119,Buryat,Sariqoli,89.1
6120,Buryat,Schwyzerduetsch,97.2
6121,Buryat,Scots_(Scottish_English),93.1
6122,Buryat,Scottish_Gaelic,87.8
6123,Buryat,Serbian,91.8
6124,Buryat,Shan,90.7
6125,Buryat,Sheko,94.0
6126,Buryat,Sindhi,84.6
6127,Buryat,Sinhalese,86.7
6128,Buryat,Slovak,91.8
6129,Buryat,Slovene,91.8
6130,Buryat,Somali,86.7
6131,Buryat,Spanish,86.2
6132,Buryat,Sranan,95.4
6133,Buryat,Swahili,90.3
6134,Buryat,Swedish,98.1
6135,Buryat,Tagalog,87.8
6136,Buryat,Tahitian,85.8
6137,Buryat,Tajik,92.1
6138,Buryat,Tamasheq,86.2
6139,Buryat,Tamil,97.7
6140,Buryat,Tashelhit,93.0
6141,Buryat,Tatar,83.8
6142,Buryat,Tausug,89.3
6143,Buryat,Telugu,96.7
6144,Buryat,Thai,92.9
6145,Buryat,Tibetan,88.0
6146,Buryat,Tigrigna,90.9
6147,Buryat,Tmazight_(Riffian_Berber),82.1
6148,Buryat,Tsakonian,87.2
6149,Buryat,Turkish,86.0
6150,Buryat,Turkmen,88.8
6151,Buryat,Tuvan,81.9
6152,Buryat,Ukrainian,91.2
6153,Buryat,Urdu,81.9
6154,Buryat,Uyghur,80.6
6155,Buryat,Uzbek,84.2
6156,Buryat,Veps,82.6
6157,Buryat,Vietnamese,93.3
6158,Buryat,Vlach,89.0
6159,Buryat,Wakhi,95.1
6160,Buryat,Walloon,95.1
6161,Buryat,Warji,96.9
6162,Buryat,Waziri,91.7
6163,Buryat,Welsh,93.5
6164,Buryat,Wolof,87.4
6165,Buryat,Yakut,85.3
6166,Buryat,Yiddish,98.1
6167,Buryat,Yoruba,87.5
6168,Buryat,Yupik,83.4
6169,Buryat,Zazaki,92.1
6170,Buryat,Zulu,93.2
6171,Buyang,Buyang,0.0
6172,Buyang,Catalan,90.2
6173,Buyang,Cebuano,80.0
6174,Buyang,Chechen,90.0
6175,Buyang,Chinese_(Cantonese),94.0
6176,Buyang,Chinese_(Mandarin),97.4
6177,Buyang,Chuvash,93.3
6178,Buyang,Comorian,92.3
6179,Buyang,Cornish,94.4
6180,Buyang,Croatian,93.3
6181,Buyang,Czech,93.3
6182,Buyang,Danish,91.4
6183,Buyang,Dargwa,88.5
6184,Buyang,Dhivehi_(Maldivian),96.7
6185,Buyang,Ossetic_(Digor),88.5
6186,Buyang,Dizi,92.8
6187,Buyang,Douala,85.5
6188,Buyang,Dutch,88.2
6189,Buyang,English,94.8
6190,Buyang,Estonian,93.3
6191,Buyang,Even,84.6
6192,Buyang,Faroese,88.8
6193,Buyang,Finnish,93.3
6194,Buyang,Flemish,88.2
6195,Buyang,French,92.2
6196,Buyang,Frisian,87.4
6197,Buyang,Friulian,92.2
6198,Buyang,Fula,89.3
6199,Buyang,Galician,90.2
6200,Buyang,Gelao,50.4
6201,Buyang,Georgian,91.1
6202,Buyang,German,86.4
6203,Buyang,Greek_(modern),78.0
6204,Buyang,Greenlandic_(Eastern),93.3
6205,Buyang,Greenlandic_(Western),86.1
6206,Buyang,Gujarati,83.7
6207,Buyang,Gypsy_Romani,91.1
6208,Buyang,Hausa,94.8
6209,Buyang,Hebrew,86.3
6210,Buyang,Hindi,90.0
6211,Buyang,Hungarian,96.7
